route_id,start_lat,start_lon,end_lat,end_lon,distance_km,travel_time_min,traffic_level,weather,road_type,accidents,fuel_cost,safety_index,scenic_score,user_preference,recommended,start_city,end_city,avg_speed_kmph
25123,5.6698,0.0166,7.3399,-2.3268,382.97,459.56,1,Sunny,Main,0,1003.8,8.51,5,Scenic,1,Tema,Sunyani,50.0
25124,6.6885,-1.6244,5.6037,-0.187,267.14,641.14,3,Cloudy,Main,1,748.36,7.92,10,Safe,0,Kumasi,Accra,25.0
25125,7.3399,-2.3268,9.4075,-0.8536,353.78,530.67,2,Cloudy,Main,1,824.71,8.61,9,Fast,1,Sunyani,Tamale,40.0
25126,10.7856,-0.8514,7.3399,-2.3268,505.83,433.57,1,Cloudy,Highway,0,909.9,9.14,8,Scenic,0,Bolgatanga,Sunyani,70.0
25127,6.6885,-1.6244,5.6698,0.0166,256.93,220.23,1,Cloudy,Highway,0,577.64,8.94,10,Safe,1,Kumasi,Tema,70.0
25128,10.7856,-0.8514,9.4075,-0.8536,204.99,307.48,2,Sunny,Main,1,495.18,7.25,4,Safe,0,Bolgatanga,Tamale,40.0
25129,6.6101,0.4713,4.8945,-1.7554,395.36,423.6,2,Sunny,Highway,0,814.12,7.39,4,Scenic,1,Ho,Takoradi,56.0
25130,10.7856,-0.8514,6.6101,0.4713,647.39,554.91,1,Sunny,Highway,1,1380.29,9.18,1,Safe,1,Bolgatanga,Ho,70.0
25131,6.0945,-0.2611,5.1053,-1.2466,198.5,170.14,1,Cloudy,Highway,0,484.17,9.43,3,Safe,1,Koforidua,Cape Coast,70.0
25132,6.6885,-1.6244,5.6037,-0.187,242.96,583.1,3,Sunny,Main,1,585.89,7.83,2,Scenic,0,Kumasi,Accra,25.0
25133,7.3399,-2.3268,7.5855,-1.9395,65.78,56.38,1,Rainy,Highway,1,149.33,8.67,1,Scenic,1,Sunyani,Techiman,70.0
25134,10.0607,-2.5099,9.4075,-0.8536,256.22,439.23,1,Sunny,Local,1,701.07,8.29,5,Safe,0,Wa,Tamale,35.0
25135,10.7856,-0.8514,9.4075,-0.8536,195.97,235.16,1,Cloudy,Main,0,417.94,9.1,10,Safe,1,Bolgatanga,Tamale,50.0
25136,5.6698,0.0166,6.2007,-1.6663,242.51,519.66,2,Rainy,Local,2,643.12,8.39,7,Fast,1,Tema,Obuasi,28.0
25137,7.3399,-2.3268,5.6037,-0.187,404.46,866.7,2,Sunny,Local,1,837.77,7.09,4,Fast,0,Sunyani,Accra,28.0
25138,6.6885,-1.6244,7.5855,-1.9395,128.26,153.91,1,Rainy,Main,0,325.06,8.74,2,Scenic,0,Kumasi,Techiman,50.0
25139,7.3399,-2.3268,7.5855,-1.9395,64.9,139.07,2,Sunny,Local,0,147.7,7.3,5,Safe,0,Sunyani,Techiman,28.0
25140,4.8945,-1.7554,10.0607,-2.5099,769.28,824.23,2,Rainy,Highway,0,1411.67,7.24,2,Scenic,0,Takoradi,Wa,56.0
25141,4.8945,-1.7554,5.1053,-1.2466,76.89,115.34,2,Rainy,Main,1,168.77,7.16,9,Safe,0,Takoradi,Cape Coast,40.0
25142,10.7856,-0.8514,5.6698,0.0166,726.77,622.95,1,Cloudy,Highway,0,1465.16,8.52,1,Safe,1,Bolgatanga,Tema,70.0
25143,6.2007,-1.6663,6.6885,-1.6244,67.68,232.05,3,Cloudy,Local,0,216.82,6.97,9,Fast,0,Obuasi,Kumasi,17.5
25144,10.7856,-0.8514,7.3399,-2.3268,521.83,626.2,1,Sunny,Main,1,1026.88,8.92,2,Safe,1,Bolgatanga,Sunyani,50.0
25145,10.7856,-0.8514,10.0607,-2.5099,248.29,372.44,2,Cloudy,Main,1,453.29,6.67,8,Fast,1,Bolgatanga,Wa,40.0
25146,9.4075,-0.8536,6.6885,-1.6244,393.95,675.34,1,Cloudy,Local,0,772.03,8.92,4,Fast,1,Tamale,Kumasi,35.0
25147,5.6698,0.0166,6.2007,-1.6663,236.57,253.47,2,Sunny,Highway,0,449.32,8.51,8,Safe,1,Tema,Obuasi,56.0
25148,6.6101,0.4713,10.0607,-2.5099,629.88,1079.79,1,Cloudy,Local,0,1240.16,9.19,5,Safe,1,Ho,Wa,35.0
25149,6.2007,-1.6663,5.6698,0.0166,261.92,280.63,2,Sunny,Highway,0,558.82,8.91,8,Fast,1,Obuasi,Tema,56.0
25150,7.3399,-2.3268,10.0607,-2.5099,381.09,914.62,3,Sunny,Main,1,1079.39,7.41,9,Scenic,0,Sunyani,Wa,25.0
25151,6.2007,-1.6663,9.4075,-0.8536,492.68,739.02,2,Rainy,Main,0,1212.74,8.34,7,Fast,0,Obuasi,Tamale,40.0
25152,6.2007,-1.6663,7.5855,-1.9395,189.15,162.13,1,Rainy,Highway,0,502.97,8.94,7,Scenic,0,Obuasi,Techiman,70.0
25153,5.1053,-1.2466,6.6885,-1.6244,234.37,251.11,2,Cloudy,Highway,2,627.02,7.7,9,Scenic,1,Cape Coast,Kumasi,56.0
25154,6.2007,-1.6663,7.5855,-1.9395,197.55,169.33,1,Sunny,Highway,0,346.07,8.61,8,Safe,1,Obuasi,Techiman,70.0
25155,5.6037,-0.187,5.1053,-1.2466,162.43,243.65,2,Rainy,Main,0,309.04,8.92,1,Fast,0,Accra,Cape Coast,40.0
25156,10.7856,-0.8514,6.6101,0.4713,625.61,750.73,1,Sunny,Main,0,1471.65,9.04,6,Fast,1,Bolgatanga,Ho,50.0
25157,6.0945,-0.2611,5.1053,-1.2466,188.49,161.56,1,Rainy,Highway,2,318.55,8.44,3,Fast,0,Koforidua,Cape Coast,70.0
25158,4.8945,-1.7554,5.1053,-1.2466,79.93,171.28,2,Rainy,Local,0,207.26,8.58,4,Fast,0,Takoradi,Cape Coast,28.0
25159,4.8945,-1.7554,6.6885,-1.6244,264.71,397.06,2,Stormy,Main,1,734.4,6.62,9,Safe,0,Takoradi,Kumasi,40.0
25160,10.0607,-2.5099,6.2007,-1.6663,529.52,907.75,1,Cloudy,Local,1,1212.95,8.81,6,Fast,0,Wa,Obuasi,35.0
25161,5.6037,-0.187,7.5855,-1.9395,358.77,538.16,2,Sunny,Main,0,778.03,8.13,3,Safe,1,Accra,Techiman,40.0
25162,6.2007,-1.6663,4.8945,-1.7554,177.24,425.38,3,Sunny,Main,0,386.81,6.24,1,Safe,0,Obuasi,Takoradi,25.0
25163,7.3399,-2.3268,6.0945,-0.2611,357.82,383.38,2,Cloudy,Highway,0,1016.57,7.78,6,Fast,0,Sunyani,Koforidua,56.0
25164,6.6885,-1.6244,6.0945,-0.2611,214.45,367.63,1,Sunny,Local,0,472.37,8.69,10,Fast,1,Kumasi,Koforidua,35.0
25165,5.6698,0.0166,6.2007,-1.6663,242.73,208.05,1,Sunny,Highway,2,581.64,8.32,9,Fast,1,Tema,Obuasi,70.0
25166,5.6037,-0.187,6.2007,-1.6663,214.46,229.78,2,Sunny,Highway,3,437.27,6.88,6,Scenic,0,Accra,Obuasi,56.0
25167,6.6101,0.4713,5.6037,-0.187,173.55,371.89,2,Rainy,Local,0,434.13,8.84,1,Fast,0,Ho,Accra,28.0
25168,7.5855,-1.9395,5.6037,-0.187,355.87,427.04,1,Stormy,Main,0,715.08,8.99,6,Scenic,1,Techiman,Accra,50.0
25169,10.7856,-0.8514,10.0607,-2.5099,265.62,284.59,2,Sunny,Highway,0,622.49,8.41,7,Scenic,0,Bolgatanga,Wa,56.0
25170,6.0945,-0.2611,10.7856,-0.8514,651.67,1564.01,3,Sunny,Main,0,1973.31,7.79,4,Fast,0,Koforidua,Bolgatanga,25.0
25171,7.3399,-2.3268,7.5855,-1.9395,62.85,134.68,2,Cloudy,Local,1,133.23,7.96,7,Safe,1,Sunyani,Techiman,28.0
25172,7.3399,-2.3268,7.5855,-1.9395,64.32,110.26,1,Rainy,Local,0,112.14,8.96,3,Scenic,1,Sunyani,Techiman,35.0
25173,10.7856,-0.8514,6.6885,-1.6244,621.75,932.62,2,Cloudy,Main,0,1332.85,8.68,4,Scenic,0,Bolgatanga,Kumasi,40.0
25174,6.6101,0.4713,6.6885,-1.6244,291.5,249.86,1,Sunny,Highway,2,673.62,7.9,3,Scenic,1,Ho,Kumasi,70.0
25175,10.7856,-0.8514,5.6698,0.0166,721.96,1732.7,3,Cloudy,Main,0,2182.31,6.29,5,Safe,0,Bolgatanga,Tema,25.0
25176,10.7856,-0.8514,10.0607,-2.5099,255.58,383.37,2,Sunny,Main,1,738.69,7.16,9,Fast,0,Bolgatanga,Wa,40.0
25177,5.6698,0.0166,6.2007,-1.6663,262.94,225.38,1,Sunny,Highway,0,535.72,9.21,7,Safe,1,Tema,Obuasi,70.0
25178,7.5855,-1.9395,5.1053,-1.2466,353.96,530.94,2,Cloudy,Main,2,965.09,7.12,4,Fast,0,Techiman,Cape Coast,40.0
25179,5.6037,-0.187,6.0945,-0.2611,73.41,110.12,2,Sunny,Main,1,173.36,7.15,10,Scenic,1,Accra,Koforidua,40.0
25180,6.0945,-0.2611,4.8945,-1.7554,270.81,464.25,1,Sunny,Local,0,647.94,9.21,1,Fast,1,Koforidua,Takoradi,35.0
25181,5.6698,0.0166,6.6101,0.4713,152.93,163.85,2,Rainy,Highway,0,380.27,8.63,2,Scenic,1,Tema,Ho,56.0
25182,7.3399,-2.3268,6.6885,-1.6244,133.17,114.15,1,Sunny,Highway,0,234.19,8.92,5,Scenic,1,Sunyani,Kumasi,70.0
25183,10.0607,-2.5099,5.1053,-1.2466,720.41,771.87,2,Sunny,Highway,2,1477.87,7.19,9,Safe,0,Wa,Cape Coast,56.0
25184,10.7856,-0.8514,9.4075,-0.8536,192.83,289.24,2,Rainy,Main,0,550.89,8.99,2,Scenic,0,Bolgatanga,Tamale,40.0
25185,9.4075,-0.8536,7.3399,-2.3268,359.18,384.84,2,Sunny,Highway,1,839.46,8.64,9,Safe,1,Tamale,Sunyani,56.0
25186,6.2007,-1.6663,5.6037,-0.187,216.14,231.58,2,Cloudy,Highway,1,460.37,7.74,5,Scenic,0,Obuasi,Accra,56.0
25187,6.6885,-1.6244,6.2007,-1.6663,72.09,173.02,3,Cloudy,Main,4,193.31,5.59,1,Fast,0,Kumasi,Obuasi,25.0
25188,7.5855,-1.9395,6.6885,-1.6244,132.92,199.38,2,Rainy,Main,2,325.63,8.23,5,Safe,0,Techiman,Kumasi,40.0
25189,10.7856,-0.8514,5.6037,-0.187,725.76,622.08,1,Sunny,Highway,0,1596.52,9.34,3,Safe,1,Bolgatanga,Accra,70.0
25190,10.7856,-0.8514,6.6885,-1.6244,614.39,737.27,1,Sunny,Main,1,1398.77,8.84,3,Fast,0,Bolgatanga,Kumasi,50.0
25191,5.6698,0.0166,6.6885,-1.6244,263.57,395.36,2,Sunny,Main,0,620.43,8.26,8,Fast,1,Tema,Kumasi,40.0
25192,7.3399,-2.3268,10.7856,-0.8514,544.57,583.47,2,Sunny,Highway,2,1557.24,6.79,8,Scenic,1,Sunyani,Bolgatanga,56.0
25193,4.8945,-1.7554,5.6037,-0.187,238.62,572.69,3,Cloudy,Main,2,507.15,5.17,5,Scenic,0,Takoradi,Accra,25.0
25194,5.1053,-1.2466,5.6037,-0.187,166.81,250.22,2,Sunny,Main,1,473.95,7.74,8,Fast,0,Cape Coast,Accra,40.0
25195,6.6885,-1.6244,10.0607,-2.5099,494.92,742.38,2,Rainy,Main,0,1439.63,8.95,3,Fast,0,Kumasi,Wa,40.0
25196,4.8945,-1.7554,5.6037,-0.187,245.47,589.13,3,Rainy,Main,0,680.08,8.04,10,Safe,0,Takoradi,Accra,25.0
25197,5.6037,-0.187,4.8945,-1.7554,245.56,368.34,2,Sunny,Main,0,646.33,7.78,7,Fast,0,Accra,Takoradi,40.0
25198,9.4075,-0.8536,5.1053,-1.2466,625.97,938.96,2,Cloudy,Main,1,1801.09,8.09,7,Fast,0,Tamale,Cape Coast,40.0
25199,5.1053,-1.2466,7.3399,-2.3268,350.15,375.16,2,Cloudy,Highway,0,969.23,8.51,5,Fast,0,Cape Coast,Sunyani,56.0
25200,5.6698,0.0166,6.2007,-1.6663,248.73,298.48,1,Sunny,Main,0,646.12,9.3,3,Fast,1,Tema,Obuasi,50.0
25201,6.6885,-1.6244,7.3399,-2.3268,139.38,167.26,1,Cloudy,Main,0,378.85,9.3,7,Fast,1,Kumasi,Sunyani,50.0
25202,4.8945,-1.7554,5.6698,0.0166,263.88,452.37,3,Sunny,Highway,2,542.51,6.89,10,Scenic,0,Takoradi,Tema,35.0
25203,5.6698,0.0166,10.0607,-2.5099,740.0,888.0,1,Sunny,Main,1,1480.61,8.63,7,Fast,1,Tema,Wa,50.0
25204,6.0945,-0.2611,5.1053,-1.2466,186.07,199.36,2,Cloudy,Highway,1,502.22,7.19,8,Safe,0,Koforidua,Cape Coast,56.0
25205,6.0945,-0.2611,6.2007,-1.6663,200.45,481.08,3,Rainy,Main,1,441.79,7.9,4,Fast,0,Koforidua,Obuasi,25.0
25206,6.6101,0.4713,5.1053,-1.2466,320.37,549.21,3,Sunny,Highway,0,697.23,6.21,8,Fast,0,Ho,Cape Coast,35.0
25207,5.6698,0.0166,6.6101,0.4713,150.22,180.26,1,Rainy,Main,0,392.12,8.76,9,Fast,1,Tema,Ho,50.0
25208,10.7856,-0.8514,5.6037,-0.187,739.57,633.92,1,Sunny,Highway,0,1777.21,9.02,2,Fast,1,Bolgatanga,Accra,70.0
25209,9.4075,-0.8536,5.6037,-0.187,566.02,485.16,1,Stormy,Highway,0,1157.28,9.42,2,Fast,1,Tamale,Accra,70.0
25210,5.1053,-1.2466,6.2007,-1.6663,160.3,549.6,3,Sunny,Local,1,406.2,6.6,1,Fast,0,Cape Coast,Obuasi,17.5
25211,7.5855,-1.9395,5.6698,0.0166,376.37,645.21,1,Sunny,Local,0,635.66,9.2,9,Scenic,1,Techiman,Tema,35.0
25212,6.6885,-1.6244,5.6037,-0.187,256.7,275.04,2,Sunny,Highway,0,745.14,7.41,9,Fast,0,Kumasi,Accra,56.0
25213,6.0945,-0.2611,7.3399,-2.3268,329.67,395.6,1,Sunny,Main,0,729.25,9.33,6,Fast,0,Koforidua,Sunyani,50.0
25214,9.4075,-0.8536,7.3399,-2.3268,377.41,566.12,2,Sunny,Main,0,1012.28,7.63,4,Safe,1,Tamale,Sunyani,40.0
25215,5.1053,-1.2466,6.2007,-1.6663,173.24,148.49,1,Stormy,Highway,0,338.31,8.85,3,Fast,0,Cape Coast,Obuasi,70.0
25216,6.6101,0.4713,9.4075,-0.8536,451.45,483.7,2,Sunny,Highway,0,1244.83,8.38,9,Fast,0,Ho,Tamale,56.0
25217,6.0945,-0.2611,5.1053,-1.2466,203.35,217.88,2,Sunny,Highway,0,590.35,7.69,1,Safe,0,Koforidua,Cape Coast,56.0
25218,7.3399,-2.3268,6.6101,0.4713,414.14,993.94,3,Rainy,Main,0,945.3,6.89,7,Scenic,0,Sunyani,Ho,25.0
25219,6.0945,-0.2611,6.6101,0.4713,129.95,155.94,1,Cloudy,Main,0,350.39,8.7,2,Fast,1,Koforidua,Ho,50.0
25220,10.0607,-2.5099,6.6885,-1.6244,466.85,700.28,2,Rainy,Main,0,941.34,7.96,3,Safe,0,Wa,Kumasi,40.0
25221,7.3399,-2.3268,6.2007,-1.6663,188.14,225.77,1,Stormy,Main,0,319.2,9.35,2,Scenic,0,Sunyani,Obuasi,50.0
25222,6.2007,-1.6663,6.6101,0.4713,298.13,447.2,2,Cloudy,Main,0,677.24,7.59,7,Scenic,0,Obuasi,Ho,40.0
25223,9.4075,-0.8536,6.6885,-1.6244,381.43,457.72,1,Sunny,Main,0,707.35,8.83,5,Fast,1,Tamale,Kumasi,50.0
25224,5.6698,0.0166,9.4075,-0.8536,574.02,1968.07,3,Cloudy,Local,0,1160.21,6.12,8,Scenic,0,Tema,Tamale,17.5
25225,6.6101,0.4713,9.4075,-0.8536,461.02,553.22,1,Sunny,Main,1,804.49,8.95,6,Fast,1,Ho,Tamale,50.0
25226,4.8945,-1.7554,7.5855,-1.9395,400.66,343.42,1,Sunny,Highway,0,862.57,9.27,7,Fast,1,Takoradi,Techiman,70.0
25227,5.6037,-0.187,5.1053,-1.2466,168.28,403.87,3,Cloudy,Main,0,366.19,6.45,6,Safe,0,Accra,Cape Coast,25.0
25228,6.2007,-1.6663,5.6037,-0.187,211.96,317.94,2,Sunny,Main,2,496.09,8.17,7,Safe,1,Obuasi,Accra,40.0
25229,10.7856,-0.8514,4.8945,-1.7554,824.66,883.56,2,Rainy,Highway,0,1620.88,8.77,7,Fast,0,Bolgatanga,Takoradi,56.0
25230,10.7856,-0.8514,7.3399,-2.3268,500.28,536.01,2,Sunny,Highway,1,991.24,6.91,3,Fast,1,Bolgatanga,Sunyani,56.0
25231,6.0945,-0.2611,6.6101,0.4713,123.93,185.9,2,Sunny,Main,0,265.36,7.27,2,Safe,0,Koforidua,Ho,40.0
25232,6.6885,-1.6244,4.8945,-1.7554,248.91,266.69,2,Sunny,Highway,0,469.63,7.16,10,Scenic,0,Kumasi,Takoradi,56.0
25233,7.3399,-2.3268,6.6885,-1.6244,136.41,204.62,2,Rainy,Main,0,264.25,7.93,10,Scenic,0,Sunyani,Kumasi,40.0
25234,10.0607,-2.5099,7.5855,-1.9395,344.76,517.14,2,Rainy,Main,1,1024.83,7.78,9,Fast,0,Wa,Techiman,40.0
25235,6.0945,-0.2611,6.6101,0.4713,123.84,212.3,3,Cloudy,Highway,0,250.31,7.05,1,Fast,0,Koforidua,Ho,35.0
25236,6.6101,0.4713,4.8945,-1.7554,415.86,891.13,2,Rainy,Local,1,967.59,7.17,2,Fast,0,Ho,Takoradi,28.0
25237,6.2007,-1.6663,6.6101,0.4713,297.01,509.16,3,Rainy,Highway,0,929.02,5.75,9,Safe,0,Obuasi,Ho,35.0
25238,5.6037,-0.187,6.6101,0.4713,170.07,364.44,2,Sunny,Local,1,488.25,7.59,8,Fast,1,Accra,Ho,28.0
25239,4.8945,-1.7554,7.5855,-1.9395,365.24,438.29,1,Sunny,Main,0,764.12,9.14,4,Fast,1,Takoradi,Techiman,50.0
25240,5.6037,-0.187,6.6885,-1.6244,261.93,392.9,2,Rainy,Main,1,499.38,8.48,4,Safe,0,Accra,Kumasi,40.0
25241,10.0607,-2.5099,9.4075,-0.8536,236.98,284.38,1,Cloudy,Main,0,592.73,8.58,6,Scenic,1,Wa,Tamale,50.0
25242,5.6037,-0.187,4.8945,-1.7554,233.68,280.42,1,Sunny,Main,0,390.22,9.03,8,Fast,1,Accra,Takoradi,50.0
25243,5.6698,0.0166,7.3399,-2.3268,429.45,515.34,1,Rainy,Main,0,1092.39,9.05,3,Safe,0,Tema,Sunyani,50.0
25244,5.6698,0.0166,7.3399,-2.3268,396.51,475.81,1,Cloudy,Main,0,702.79,8.59,4,Fast,1,Tema,Sunyani,50.0
25245,7.5855,-1.9395,9.4075,-0.8536,282.58,605.53,2,Cloudy,Local,0,531.42,7.15,10,Scenic,1,Techiman,Tamale,28.0
25246,6.2007,-1.6663,9.4075,-0.8536,454.29,486.74,2,Sunny,Highway,0,854.25,8.01,6,Safe,1,Obuasi,Tamale,56.0
25247,5.6037,-0.187,6.0945,-0.2611,69.79,104.69,2,Rainy,Main,1,127.69,8.1,1,Scenic,0,Accra,Koforidua,40.0
25248,9.4075,-0.8536,6.0945,-0.2611,475.36,814.9,3,Sunny,Highway,0,1187.19,8.23,3,Fast,0,Tamale,Koforidua,35.0
25249,6.2007,-1.6663,6.0945,-0.2611,196.48,673.65,3,Sunny,Local,2,430.17,6.08,1,Safe,0,Obuasi,Koforidua,17.5
25250,6.6101,0.4713,6.6885,-1.6244,282.66,423.99,2,Sunny,Main,0,810.64,7.05,7,Scenic,0,Ho,Kumasi,40.0
25251,6.6101,0.4713,5.6698,0.0166,142.47,122.12,1,Sunny,Highway,0,360.2,8.73,3,Safe,1,Ho,Tema,70.0
25252,5.6698,0.0166,7.3399,-2.3268,414.21,355.04,1,Cloudy,Highway,0,835.71,9.49,10,Safe,0,Tema,Sunyani,70.0
25253,6.2007,-1.6663,6.6101,0.4713,323.77,277.52,1,Cloudy,Highway,0,718.18,9.11,3,Fast,0,Obuasi,Ho,70.0
25254,5.1053,-1.2466,6.6885,-1.6244,237.46,407.07,3,Cloudy,Highway,3,717.95,7.32,8,Safe,0,Cape Coast,Kumasi,35.0
25255,5.6698,0.0166,7.3399,-2.3268,419.15,502.98,1,Sunny,Main,0,1074.92,9.45,5,Fast,1,Tema,Sunyani,50.0
25256,6.0945,-0.2611,7.5855,-1.9395,314.67,337.15,2,Sunny,Highway,1,787.57,7.5,8,Safe,0,Koforidua,Techiman,56.0
25257,6.6885,-1.6244,5.6037,-0.187,250.13,600.31,3,Sunny,Main,1,561.09,6.76,8,Fast,0,Kumasi,Accra,25.0
25258,5.1053,-1.2466,10.0607,-2.5099,750.28,1125.42,2,Stormy,Main,0,1627.89,7.28,5,Safe,0,Cape Coast,Wa,40.0
25259,6.6101,0.4713,7.3399,-2.3268,416.39,624.58,2,Stormy,Main,2,1053.17,7.33,1,Safe,0,Ho,Sunyani,40.0
25260,10.7856,-0.8514,6.0945,-0.2611,666.13,799.36,1,Sunny,Main,0,1436.8,9.43,3,Safe,1,Bolgatanga,Koforidua,50.0
25261,6.0945,-0.2611,10.7856,-0.8514,690.54,828.65,1,Sunny,Main,1,1154.74,8.87,5,Fast,1,Koforidua,Bolgatanga,50.0
25262,5.6698,0.0166,4.8945,-1.7554,259.47,444.81,3,Cloudy,Highway,1,709.03,8.16,3,Scenic,0,Tema,Takoradi,35.0
25263,10.0607,-2.5099,10.7856,-0.8514,240.12,257.27,2,Sunny,Highway,3,603.82,6.87,1,Scenic,1,Wa,Bolgatanga,56.0
25264,9.4075,-0.8536,5.1053,-1.2466,627.52,941.28,2,Sunny,Main,3,1557.01,5.68,1,Scenic,0,Tamale,Cape Coast,40.0
25265,4.8945,-1.7554,5.1053,-1.2466,82.23,70.48,1,Rainy,Highway,0,159.04,9.39,1,Scenic,1,Takoradi,Cape Coast,70.0
25266,10.7856,-0.8514,6.0945,-0.2611,643.37,551.46,1,Sunny,Highway,0,1321.06,8.87,1,Scenic,0,Bolgatanga,Koforidua,70.0
25267,6.6101,0.4713,4.8945,-1.7554,418.26,627.39,2,Sunny,Main,1,790.79,8.22,9,Fast,1,Ho,Takoradi,40.0
25268,7.5855,-1.9395,9.4075,-0.8536,316.45,271.24,1,Sunny,Highway,0,660.08,9.49,6,Fast,1,Techiman,Tamale,70.0
25269,6.2007,-1.6663,5.6698,0.0166,237.16,508.2,2,Stormy,Local,1,427.11,7.6,3,Fast,0,Obuasi,Tema,28.0
25270,6.0945,-0.2611,10.0607,-2.5099,641.38,1539.31,3,Rainy,Main,0,1582.09,7.29,1,Safe,0,Koforidua,Wa,25.0
25271,6.6101,0.4713,6.0945,-0.2611,125.5,188.25,2,Rainy,Main,1,326.41,7.28,2,Fast,0,Ho,Koforidua,40.0
25272,7.3399,-2.3268,5.1053,-1.2466,339.68,291.15,1,Rainy,Highway,0,747.86,8.66,10,Fast,0,Sunyani,Cape Coast,70.0
25273,5.1053,-1.2466,10.0607,-2.5099,719.57,616.77,1,Sunny,Highway,0,1197.26,8.95,5,Fast,1,Cape Coast,Wa,70.0
25274,4.8945,-1.7554,7.5855,-1.9395,397.53,477.04,1,Rainy,Main,0,681.21,9.17,10,Safe,1,Takoradi,Techiman,50.0
25275,4.8945,-1.7554,7.3399,-2.3268,373.36,640.05,1,Cloudy,Local,1,652.9,8.69,1,Scenic,1,Takoradi,Sunyani,35.0
25276,6.2007,-1.6663,6.6101,0.4713,300.65,450.98,2,Sunny,Main,1,743.75,7.35,2,Scenic,0,Obuasi,Ho,40.0
25277,6.6885,-1.6244,5.6037,-0.187,246.03,369.04,2,Sunny,Main,1,562.61,8.58,2,Safe,0,Kumasi,Accra,40.0
25278,7.3399,-2.3268,6.0945,-0.2611,341.13,818.71,3,Sunny,Main,2,777.33,5.91,4,Safe,0,Sunyani,Koforidua,25.0
25279,5.6037,-0.187,5.1053,-1.2466,161.43,242.14,2,Sunny,Main,0,332.18,8.47,8,Scenic,1,Accra,Cape Coast,40.0
25280,5.6698,0.0166,6.2007,-1.6663,250.01,267.87,2,Sunny,Highway,0,592.14,8.52,5,Safe,1,Tema,Obuasi,56.0
25281,7.3399,-2.3268,10.0607,-2.5099,392.25,470.7,1,Rainy,Main,0,805.41,9.31,9,Safe,1,Sunyani,Wa,50.0
25282,4.8945,-1.7554,10.7856,-0.8514,874.17,749.29,1,Rainy,Highway,1,1854.73,8.4,7,Fast,0,Takoradi,Bolgatanga,70.0
25283,10.7856,-0.8514,5.6698,0.0166,748.65,1283.4,1,Sunny,Local,0,1694.11,9.09,3,Scenic,0,Bolgatanga,Tema,35.0
25284,5.6698,0.0166,6.2007,-1.6663,249.95,214.24,1,Rainy,Highway,0,668.65,8.89,4,Fast,1,Tema,Obuasi,70.0
25285,5.6698,0.0166,4.8945,-1.7554,278.83,418.24,2,Cloudy,Main,0,620.29,7.58,3,Safe,0,Tema,Takoradi,40.0
25286,7.5855,-1.9395,9.4075,-0.8536,290.11,435.16,2,Cloudy,Main,0,725.96,8.22,8,Safe,1,Techiman,Tamale,40.0
25287,6.6885,-1.6244,9.4075,-0.8536,420.81,360.69,1,Rainy,Highway,1,1154.41,9.01,10,Fast,0,Kumasi,Tamale,70.0
25288,10.0607,-2.5099,9.4075,-0.8536,253.63,271.75,2,Sunny,Highway,1,750.01,6.91,8,Safe,1,Wa,Tamale,56.0
25289,10.7856,-0.8514,10.0607,-2.5099,263.36,564.34,2,Sunny,Local,0,623.72,8.31,5,Scenic,0,Bolgatanga,Wa,28.0
25290,6.0945,-0.2611,7.3399,-2.3268,328.92,789.41,3,Rainy,Main,0,1066.07,8.02,8,Scenic,0,Koforidua,Sunyani,25.0
25291,5.6037,-0.187,10.7856,-0.8514,756.39,1134.58,2,Sunny,Main,0,1805.85,8.77,4,Fast,1,Accra,Bolgatanga,40.0
25292,5.1053,-1.2466,9.4075,-0.8536,578.14,693.77,1,Sunny,Main,0,1229.57,9.26,4,Fast,0,Cape Coast,Tamale,50.0
25293,10.0607,-2.5099,4.8945,-1.7554,709.32,1702.37,3,Rainy,Main,3,1482.86,5.44,2,Safe,0,Wa,Takoradi,25.0
25294,10.7856,-0.8514,5.6698,0.0166,703.91,844.69,1,Rainy,Main,0,1564.63,8.93,8,Scenic,1,Bolgatanga,Tema,50.0
25295,6.2007,-1.6663,5.6037,-0.187,235.35,504.32,2,Sunny,Local,1,578.1,8.26,5,Fast,0,Obuasi,Accra,28.0
25296,6.0945,-0.2611,5.1053,-1.2466,196.66,337.13,3,Sunny,Highway,0,482.87,6.64,7,Fast,0,Koforidua,Cape Coast,35.0
25297,6.6101,0.4713,6.6885,-1.6244,301.56,452.34,2,Cloudy,Main,1,763.35,7.75,8,Scenic,0,Ho,Kumasi,40.0
25298,9.4075,-0.8536,5.1053,-1.2466,646.64,692.83,2,Rainy,Highway,1,1497.5,7.29,3,Scenic,0,Tamale,Cape Coast,56.0
25299,5.6037,-0.187,6.6885,-1.6244,265.58,910.56,3,Sunny,Local,0,763.01,6.83,4,Safe,0,Accra,Kumasi,17.5
25300,5.1053,-1.2466,10.0607,-2.5099,734.01,1258.3,1,Sunny,Local,1,1523.69,8.69,1,Fast,0,Cape Coast,Wa,35.0
25301,6.6885,-1.6244,4.8945,-1.7554,247.73,297.28,1,Sunny,Main,0,651.17,8.9,10,Scenic,1,Kumasi,Takoradi,50.0
25302,7.3399,-2.3268,6.6101,0.4713,390.69,837.19,2,Sunny,Local,1,1116.47,8.37,3,Safe,1,Sunyani,Ho,28.0
25303,9.4075,-0.8536,10.0607,-2.5099,254.62,381.93,2,Cloudy,Main,2,756.51,6.66,7,Scenic,0,Tamale,Wa,40.0
